code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
79012,79,28,103,166,41,8,14,0,4,0,111,103,46
18012,18,12,59,44,14,5,2,0,0,0,42,39,11
58012,58,20,74,59,25,3,0,3,7,6,55,46,16
33012,33,76,327,473,129,12,25,7,7,15,398,330,147
10012,10,7,50,26,3,3,0,0,3,5,16,31,10
71012,71,16,36,40,6,4,4,0,0,5,29,40,10
40012,40,1,19,29,6,0,2,0,26,5,22,24,7
86012,86,4,7,20,4,3,6,0,5,0,16,7,1
12012,12,18,46,70,20,4,0,0,22,5,50,53,18
19012,19,10,21,28,10,1,1,0,0,0,27,27,10
32012,32,18,111,124,48,6,8,1,6,8,97,91,42
49012,49,4,21,46,6,0,4,0,6,1,21,36,11
45012,45,5,24,15,1,2,0,0,0,0,15,23,10
77012,77,12,27,32,10,0,2,3,4,3,26,19,5
61012,61,0,18,21,9,1,0,0,0,1,12,22,9
37012,37,20,47,55,15,6,5,0,2,6,52,49,15
41012,41,12,31,25,3,6,0,0,0,3,13,30,12
36012,36,14,35,39,6,0,5,4,0,0,27,37,9
56012,56,38,141,217,61,4,13,6,14,2,149,168,64
90012,90,24,157,107,30,4,6,3,7,3,104,97,35
92012,92,1198,3376,14068,3174,180,260,150,554,475,7496,12714,3114
28012,28,110,459,394,96,23,43,12,18,26,240,378,96
85012,85,67,223,295,62,8,12,0,10,17,179,302,60
44012,44,80,235,506,133,19,15,7,2,3,365,342,139
22012,22,23,57,105,38,0,1,6,9,6,75,71,34
25012,25,9,22,16,9,3,0,3,0,0,0,12,10
62013,62,43,340,180,57,14,16,0,5,7,203,140,51
25013,25,8,27,27,4,0,1,5,0,5,23,28,6
57013,57,48,284,219,65,7,14,0,29,11,145,175,48
70013,70,0,9,6,7,0,3,0,0,4,0,9,0
27013,27,17,77,50,12,6,7,5,0,6,17,43,10
02013,02,7,74,32,9,0,6,1,0,0,26,32,10
21013,21,8,49,44,8,6,3,1,0,1,33,40,7
78013,78,5,34,60,19,5,5,0,0,1,27,55,19
76013,76,21,131,115,31,2,3,4,0,9,105,99,32
60013,60,33,229,143,33,7,7,3,1,6,124,120,27
50013,50,15,35,39,9,7,0,0,5,0,32,37,16
52013,52,3,24,12,0,0,1,0,0,0,0,16,8
59013,59,36,215,147,35,7,11,0,6,1,150,111,38
51013,51,8,12,7,7,4,2,0,0,0,4,7,7
89013,89,89,461,307,64,9,19,0,47,8,249,314,75
09013,09,0,4,9,0,2,0,0,0,1,4,7,6
39013,39,92,347,303,61,15,29,10,18,15,298,274,67
47013,47,13,51,34,6,0,0,0,0,6,26,36,12
79013,79,81,287,394,120,28,29,26,0,19,197,264,111
88013,88,2,14,9,0,0,2,4,0,1,3,11,2
18013,18,6,44,32,7,0,4,1,15,0,33,29,8
58013,58,7,8,16,6,0,1,2,0,3,2,5,2
40013,40,0,14,10,1,1,4,0,0,4,9,10,3
33013,33,145,599,855,267,22,48,9,121,24,700,583,263
10013,10,7,26,10,0,0,1,0,0,6,9,11,7
19013,19,19,76,118,31,0,10,0,25,8,96,76,34
12013,12,84,305,471,120,8,21,13,44,12,362,399,118
32013,32,387,1678,2052,710,41,119,17,317,94,1716,1589,673
45013,45,3,28,27,2,2,0,1,0,1,21,27,2
86013,86,6,13,16,9,4,0,0,0,0,4,6,4
77013,77,15,47,47,8,5,0,0,0,5,39,32,13
61013,61,10,24,11,9,0,5,0,0,2,3,17,4
28013,28,40,177,172,34,6,5,0,47,3,120,153,32
71013,71,12,29,31,8,4,5,3,0,1,19,31,3
37013,37,17,42,56,12,5,8,0,0,4,44,58,21
36013,36,16,53,52,13,8,4,1,0,1,41,46,12
41013,41,10,41,33,7,0,2,0,3,0,18,26,11
85013,85,38,107,146,31,8,5,4,11,2,87,157,34
56013,56,106,363,558,139,21,28,14,22,14,320,425,156
44013,44,52,180,385,111,6,17,1,35,20,303,261,97
90013,90,6,34,24,6,0,2,0,8,3,29,18,11
22013,22,52,170,277,84,14,18,8,28,9,204,199,89
93013,93,120,547,934,327,16,44,11,39,66,1270,486,332
62014,62,219,1593,862,240,47,60,12,52,43,842,655,240
57014,57,16,62,47,12,0,2,3,0,2,22,38,12
25014,25,27,92,85,29,5,5,0,0,0,69,92,24
70014,70,6,56,40,12,0,6,0,12,1,30,37,5
27014,27,25,129,89,20,7,9,0,0,1,75,83,16
02014,02,16,119,59,13,0,9,0,14,1,49,47,20
95014,95,40,147,223,60,7,15,2,38,13,214,175,61
76014,76,32,176,156,52,2,12,3,0,10,144,126,43
60014,60,10,25,15,5,0,3,4,0,0,3,20,1
21014,21,4,3,6,0,2,3,1,0,5,2,10,3
59014,59,258,1516,1093,298,56,59,24,41,42,1119,919,294
52014,52,5,43,18,2,0,0,1,0,3,10,26,9
89014,89,13,84,45,10,0,0,0,14,2,41,57,12
39014,39,10,31,31,3,4,0,0,0,0,15,22,10
51014,51,6,50,39,3,0,1,0,9,0,26,35,7
09014,09,5,26,19,10,3,6,0,0,6,20,18,12
47014,47,5,21,16,11,0,4,0,2,2,24,17,1
88014,88,7,24,14,2,0,0,0,9,0,19,11,5
40014,40,11,36,37,17,5,0,5,0,0,34,28,17
58014,58,7,7,4,2,0,4,0,0,0,0,10,3
10014,10,9,26,15,1,0,0,3,0,3,9,18,6
18014,18,9,21,30,1,5,0,2,0,5,10,25,6
32014,32,0,20,17,11,0,0,3,0,0,10,13,3
45014,45,11,63,63,19,0,0,1,11,2,35,57,11
28014,28,14,67,62,12,3,0,3,2,8,40,62,12
61014,61,8,38,33,12,0,0,0,0,5,6,40,6
19014,19,1,23,36,4,5,3,0,8,0,24,17,5
71014,71,348,1414,1267,357,43,92,17,63,61,1002,1124,360
86014,86,48,159,213,63,11,16,1,0,12,145,159,54
77014,77,323,1208,1210,321,31,50,26,44,60,1083,937,298
37014,37,77,316,410,105,17,22,4,38,21,307,345,111
36014,36,9,28,29,6,2,6,0,0,4,7,25,5
85014,85,38,100,136,24,3,4,0,18,0,91,133,33
41014,41,6,31,27,11,5,0,0,0,1,3,18,4
56014,56,35,124,189,45,9,7,0,0,3,108,140,41
90014,90,8,58,50,16,1,5,3,11,0,43,40,7
92014,92,210,635,2743,581,27,61,27,117,98,1419,2420,613
22014,22,24,83,151,49,0,9,5,0,2,87,97,36
93014,93,211,1008,1763,635,38,62,21,116,105,2430,940,639
14014,14,29,141,165,52,7,17,5,0,3,96,143,49
44014,44,94,266,543,159,8,16,8,33,19,392,371,145
33014,33,26,92,128,40,0,10,1,0,6,102,80,30
79014,79,56,216,323,84,8,19,3,53,6,208,232,78
62015,62,2,35,25,2,3,0,0,19,0,24,19,1
57015,57,16,73,57,13,7,1,0,13,0,40,47,8
25015,25,20,81,76,18,4,0,4,4,4,66,74,20
70015,70,11,45,31,2,3,1,0,0,0,15,22,9
02015,02,7,8,5,7,0,4,4,0,0,0,9,0
78015,78,239,739,1633,364,21,19,18,125,56,912,1556,396
27015,27,41,171,131,36,4,9,5,6,5,98,105,32
76015,76,12,86,68,19,5,3,0,0,0,59,61,23
60015,60,27,168,111,18,4,9,1,0,9,77,91,29
14015,14,22,78,110,24,3,3,5,7,0,79,81,27
50015,50,20,68,93,26,3,6,0,3,4,63,74,20
21015,21,6,7,7,3,5,4,0,0,0,0,14,1
52015,52,0,16,7,0,0,3,0,12,0,4,14,6
89015,89,13,75,41,15,0,0,0,13,0,45,48,7
39015,39,2,10,10,2,0,5,4,0,0,9,15,4
51015,51,1,11,10,8,0,0,0,0,0,10,16,1
09015,09,18,83,73,32,4,9,6,9,1,105,44,32
59015,59,60,429,314,93,12,7,6,16,16,300,258,79
33015,33,38,170,251,74,12,21,1,1,10,180,163,72
40015,40,0,0,12,4,0,5,3,0,0,0,9,5
58015,58,6,21,18,1,5,0,0,0,0,8,9,4
79015,79,6,9,23,8,3,3,2,0,0,4,14,10
47015,47,54,228,213,56,8,18,0,23,9,179,194,63
88015,88,4,31,27,11,0,1,1,5,0,13,21,5
10015,10,12,39,27,5,1,0,4,13,6,15,28,2
18015,18,143,669,596,155,38,38,11,27,27,509,504,148
32015,32,7,14,11,1,0,5,0,0,0,6,4,5
28015,28,123,557,493,118,10,26,8,54,10,326,488,113
61015,61,7,36,31,11,5,0,2,0,0,23,34,2
12015,12,9,18,32,13,0,2,0,0,1,27,29,11
45015,45,16,77,76,18,0,0,4,2,6,46,69,24
71015,71,35,126,108,26,3,11,5,10,4,96,99,27
86015,86,27,107,144,34,1,10,4,28,0,120,100,35
49015,49,366,1153,1826,451,57,72,30,86,71,1156,1585,423
19015,19,19,65,105,27,4,5,2,1,5,70,70,23
37015,37,84,289,373,96,15,26,0,11,2,274,333,109
77015,77,0,10,8,5,1,1,0,5,0,6,5,6
85015,85,34,137,174,36,9,4,4,17,6,98,188,31
36015,36,0,0,9,7,1,0,2,0,1,0,2,5
56015,56,45,159,254,71,16,10,7,6,3,146,195,67
44015,44,180,602,1226,352,28,71,10,41,22,853,846,359
90015,90,5,37,28,14,0,5,0,2,5,27,32,11
94015,94,281,722,1838,519,42,53,20,143,69,1541,1309,492
22015,22,35,120,205,62,11,7,4,26,0,148,139,59
93015,93,59,267,484,185,17,15,3,46,32,703,245,167
62016,62,7,31,19,10,1,4,0,11,0,14,8,0
57016,57,11,60,41,10,5,4,5,0,0,31,33,9
25016,25,2,20,28,2,0,5,5,0,4,15,17,7
70016,70,7,23,21,9,0,0,0,0,0,7,20,2
02016,02,3,33,22,7,0,0,0,14,0,18,18,2
91016,91,123,293,454,123,0,14,6,46,20,358,321,114
76016,76,6,16,17,4,0,5,0,0,0,0,16,9
14016,14,16,55,66,21,5,7,2,0,0,19,51,11
60016,60,11,49,23,3,5,0,4,0,0,20,27,1
50016,50,11,16,25,6,4,4,0,0,0,9,22,9
52016,52,5,3,11,0,4,4,1,0,4,0,4,0
21016,21,21,91,109,20,1,3,0,21,0,78,100,23
89016,89,0,16,10,0,4,2,0,0,4,3,4,7
39016,39,26,112,114,28,8,2,0,4,7,101,99,32
59016,59,46,317,210,54,8,8,9,47,14,223,181,62
09016,09,2,23,20,14,3,0,3,7,4,31,11,13
51016,51,11,33,21,10,4,3,0,0,6,8,31,4
58016,58,2,25,23,6,3,6,1,0,4,10,12,5
33016,33,7,45,60,13,0,7,0,1,5,47,40,14
79016,79,26,54,94,23,7,4,4,12,4,64,66,25
88016,88,10,39,35,9,6,0,0,0,2,16,29,5
40016,40,11,18,35,7,2,6,5,0,5,22,18,10
47016,47,23,155,118,33,8,12,0,26,3,116,101,27
18016,18,15,44,40,15,5,5,0,0,3,21,35,6
32016,32,15,73,90,24,0,0,3,15,0,61,69,30
45016,45,28,110,108,31,4,10,6,0,2,49,95,31
12016,12,22,65,111,19,5,14,0,20,7,88,95,24
86016,86,48,192,247,66,9,13,1,4,1,208,180,59
37016,37,8,40,40,19,4,5,0,2,0,31,37,18
71016,71,23,119,97,31,0,2,4,13,5,88,90,28
77016,77,48,157,164,43,0,2,0,0,7,137,109,36
19016,19,5,36,45,6,0,6,0,18,0,32,33,11
85016,85,70,213,310,59,11,11,0,0,11,146,286,56
41016,41,29,104,92,25,2,7,0,1,5,75,105,28
90016,90,5,15,13,7,0,6,0,5,2,7,9,4
36016,36,30,124,108,28,10,9,6,0,5,83,104,29
94016,94,457,1207,2951,824,60,95,30,158,130,2437,2103,837
22016,22,15,49,94,29,0,10,0,0,6,48,63,30
44016,44,22,70,145,37,7,3,0,0,8,83,100,46
27016,27,204,1019,687,167,38,55,18,53,32,583,663,170
28016,28,7,17,11,9,1,5,1,0,1,4,21,4
62017,62,0,24,17,6,0,0,3,7,0,11,13,9
57017,57,74,322,220,62,10,9,3,26,16,206,183,62
25017,25,5,0,8,7,4,2,3,0,3,0,7,8
70017,70,11,49,20,1,0,0,0,4,6,23,26,1
27017,27,38,180,122,27,8,2,5,20,8,104,117,38
91017,91,55,113,174,42,8,4,3,14,4,155,121,50
76017,76,15,72,68,21,2,2,3,8,6,61,46,13
02017,02,9,48,30,8,4,0,1,0,0,19,21,1
60017,60,29,139,85,24,8,8,2,0,6,81,73,26
52017,52,17,110,55,11,2,6,2,6,0,50,65,7
21017,21,10,59,51,10,5,7,0,4,1,47,50,15
89017,89,12,36,22,9,0,0,0,0,3,11,22,10
39017,39,38,154,126,38,13,12,6,0,9,110,121,24
59017,59,517,3027,2177,631,76,116,28,161,92,2213,1801,596
09017,09,0,14,11,6,5,1,0,1,0,19,5,4
51017,51,6,47,35,10,0,6,1,8,0,22,40,13
33017,33,7,32,39,13,0,5,0,0,0,33,27,8
40017,40,8,29,51,16,3,3,4,1,0,35,37,23
18017,18,11,39,30,12,0,2,0,0,6,18,24,9
10017,10,0,20,14,0,3,3,5,0,1,0,15,7
88017,88,8,21,19,7,0,0,0,0,0,3,19,2
58017,58,3,32,29,10,5,6,0,0,5,14,20,12
47017,47,9,39,33,12,0,0,0,20,0,35,26,6
32017,32,1,14,19,8,2,4,0,0,5,4,6,6
45017,45,8,33,43,6,2,2,0,4,3,22,37,7
86017,86,25,101,137,38,1,3,0,4,9,119,96,44
12017,12,3,14,32,9,1,2,2,0,2,17,20,8
71017,71,1,17,14,2,0,6,0,0,5,0,7,5
49017,49,7,47,59,13,0,4,2,3,5,43,56,21
19017,19,1,13,10,8,0,0,0,13,0,6,4,0
85017,85,64,204,279,59,8,12,0,14,6,161,287,58
56017,56,56,241,399,112,4,16,6,0,4,233,281,105
41017,41,22,71,64,20,0,5,0,2,4,48,65,18
90017,90,34,174,144,43,5,9,2,9,13,138,116,40
94017,94,1150,3047,7582,2098,136,234,69,273,343,6352,5454,2076
36017,36,6,57,40,10,0,8,1,0,7,34,41,12
61017,61,0,4,3,2,4,2,4,0,0,8,5,4
62018,62,7,41,26,7,0,2,3,7,1,29,19,3
57018,57,9,18,17,2,0,0,0,0,0,14,18,3
70018,70,8,77,51,7,0,5,0,0,4,32,40,11
02018,02,69,393,195,52,12,6,3,21,7,192,201,46
25018,25,20,83,74,24,6,3,0,0,7,57,66,17
27018,27,28,156,99,26,9,8,1,0,5,70,100,22
21018,21,2,8,6,0,0,3,0,0,2,3,1,0
95018,95,1508,5582,8253,2259,176,310,115,386,442,7598,5940,2188
89018,89,23,91,66,16,0,7,0,0,4,43,71,15
59018,59,33,203,149,48,5,2,0,15,8,152,129,44
39018,39,13,60,43,16,0,1,0,4,0,51,36,15
09018,09,0,2,14,9,5,6,5,0,0,0,5,9
51018,51,13,86,76,13,0,2,1,18,0,49,78,12
79018,79,5,13,25,2,0,0,0,19,2,14,20,8
40018,40,9,38,39,10,4,0,0,5,6,37,36,14
47018,47,6,19,20,6,3,0,0,0,3,2,19,0
32018,32,4,16,22,10,2,0,5,5,0,15,11,8
58018,58,3,1,10,0,3,4,0,0,0,0,4,0
28018,28,51,175,148,41,9,4,5,13,7,91,151,37
10018,10,31,141,88,18,1,2,0,0,1,43,105,21
45018,45,28,95,98,21,7,9,1,15,0,68,86,20
61018,61,0,6,6,3,4,1,1,0,4,2,10,6
18018,18,46,204,198,51,15,5,0,44,3,167,165,40
77018,77,181,679,687,168,9,42,10,21,38,542,523,163
12018,12,8,17,30,5,5,1,0,0,1,29,30,5
37018,37,200,772,972,269,23,51,5,133,19,776,837,262
71018,71,20,51,47,19,5,3,4,2,0,42,39,14
86018,86,3,30,35,11,6,3,0,18,0,34,27,12
19018,19,7,10,29,5,0,5,0,4,6,14,14,4
49018,49,298,915,1430,337,49,78,24,100,30,869,1282,323
85018,85,141,412,580,102,25,28,8,0,17,311,562,112
56018,56,18,87,123,29,8,8,0,18,3,76,86,32
41018,41,1074,4596,3809,1028,144,202,88,204,146,2829,3981,1018
44018,44,166,518,1087,306,27,42,6,44,34,787,736,284
90018,90,9,56,47,9,2,0,0,5,3,40,28,6
22018,22,10,29,40,8,0,6,1,0,0,25,33,9
94018,94,521,1447,3413,969,66,131,50,169,147,2843,2522,934
36018,36,162,722,594,179,42,43,22,28,19,497,588,188
76018,76,34,147,141,34,2,4,0,9,9,134,105,41
33018,33,76,258,418,122,5,15,6,0,13,315,283,112
62019,62,80,644,342,98,33,26,10,21,16,317,247,91
57019,57,307,1518,1099,258,48,72,22,113,54,897,913,295
70019,70,5,23,18,6,3,6,0,0,2,8,23,3
76019,76,15,47,48,7,0,0,2,0,4,45,35,18
02019,02,5,57,37,13,3,6,0,0,0,21,36,13
60019,60,11,70,49,7,3,7,2,0,0,25,46,15
25019,25,6,41,42,17,0,0,1,7,6,33,43,17
14019,14,2,20,28,4,0,3,2,9,0,29,31,10
27019,27,8,25,13,0,0,0,0,6,0,13,13,4
52019,52,9,15,15,3,0,4,0,0,0,0,11,8
95019,95,219,822,1220,341,18,44,8,85,58,1112,901,336
39019,39,11,27,29,8,0,0,0,1,0,31,19,2
89019,89,5,30,13,7,0,0,0,7,0,19,16,0
09019,09,10,57,62,17,7,4,0,3,4,66,35,24
59019,59,25,116,89,18,1,9,0,11,5,87,73,22
79019,79,6,8,23,7,6,3,5,0,0,1,15,10
51019,51,4,38,24,8,2,6,4,0,0,9,24,3
50019,50,8,40,49,16,0,6,5,0,0,31,51,12
33019,33,139,709,1041,291,25,68,12,89,22,896,674,292
40019,40,30,93,131,47,6,12,0,30,1,121,93,43
32019,32,14,47,68,16,3,8,0,18,0,49,49,25
88019,88,11,23,22,6,0,4,3,0,0,4,12,8
58019,58,3,7,10,0,2,0,1,0,1,4,11,1
18019,18,14,55,42,14,0,3,4,0,6,30,44,6
45019,45,16,72,72,16,0,5,0,21,2,63,73,21
28019,28,9,20,23,10,1,0,0,3,0,14,18,8
47019,47,27,109,107,28,0,7,1,4,0,90,92,32
12019,12,0,7,14,5,4,0,0,7,0,10,8,0
77019,77,7,36,47,13,3,0,4,0,5,30,30,11
71019,71,2,27,23,8,0,0,1,0,2,11,16,6
37019,37,9,35,60,20,0,2,0,10,1,38,39,19
19019,19,25,104,161,35,0,17,0,20,5,130,94,28
86019,86,65,266,317,104,2,34,11,13,5,261,242,101
85019,85,162,521,762,148,18,32,16,63,32,421,706,136
56019,56,5,41,57,14,6,0,0,4,0,38,36,9
41019,41,1,17,13,1,0,0,0,0,5,6,8,0
36019,36,13,37,26,7,0,3,1,8,0,24,33,4
44019,44,20,65,148,44,8,7,0,0,8,98,107,39
90019,90,5,30,24,8,0,6,0,0,7,15,27,10
22019,22,13,34,52,14,0,6,0,0,6,44,36,15
94019,94,291,739,1886,511,16,45,26,66,59,1534,1324,508
92019,92,328,966,3955,898,48,95,65,171,103,2132,3556,912
10019,10,11,51,39,4,3,0,0,8,0,30,41,8
62020,62,20,99,55,18,0,0,0,0,0,50,45,15
57020,57,12,37,24,8,0,1,0,2,1,21,25,7
70020,70,10,33,18,8,0,3,3,0,3,10,21,2
76020,76,29,155,140,38,5,12,6,8,1,122,102,38
60020,60,5,37,19,8,0,0,4,0,5,17,18,7
02020,02,12,84,43,10,2,0,0,1,7,35,31,14
25020,25,24,101,83,19,0,5,0,25,2,65,89,21
21020,21,11,31,30,8,0,6,0,0,0,15,26,3
14020,14,85,346,450,125,15,22,5,25,11,283,354,114
27020,27,45,225,151,43,3,5,6,22,14,111,143,45
78020,78,13,50,124,21,0,1,3,3,3,66,110,28
39020,39,8,16,12,3,0,0,0,0,0,5,10,2
09020,09,2,9,2,0,0,0,0,7,0,3,9,1
89020,89,8,23,18,5,1,0,2,0,0,0,16,0
51020,51,0,12,0,0,0,0,0,0,3,0,10,0
79020,79,20,69,96,32,0,9,0,6,7,77,70,20
40020,40,18,63,75,35,7,0,0,19,1,61,65,23
33020,33,4,9,14,1,1,5,0,0,5,13,15,6
88020,88,2,25,19,7,4,0,0,0,0,16,8,2
32020,32,7,22,30,13,0,5,1,0,1,15,20,9
10020,10,15,82,50,10,6,7,0,0,0,25,51,11
61020,61,6,27,19,3,1,2,0,4,1,20,26,9
58020,58,4,25,27,5,5,7,3,4,0,23,23,8
47020,47,2,25,18,2,3,5,0,0,0,20,12,8
18020,18,18,92,84,16,0,10,0,14,0,84,74,21
77020,77,17,56,60,14,4,0,1,11,4,54,40,14
71020,71,0,9,14,0,0,0,0,12,0,12,5,2
49020,49,167,486,732,190,22,32,9,24,14,430,654,187
37020,37,40,156,213,63,8,15,0,14,7,157,187,60
19020,19,0,7,16,4,0,6,0,14,0,12,12,2
86020,86,9,28,34,10,1,0,0,0,0,26,15,5
85020,85,106,370,505,90,28,28,15,10,12,244,496,112
56020,56,18,59,103,24,7,9,2,2,7,64,84,31
36020,36,0,8,13,2,0,6,1,0,0,0,9,2
41020,41,13,65,58,13,0,5,1,0,0,42,50,8
44020,44,402,1229,2502,703,46,101,15,140,59,1878,1755,737
22020,22,59,205,351,106,15,16,10,3,10,215,228,107
90020,90,9,38,29,11,3,1,0,11,2,35,31,5
92020,92,356,1020,4345,962,93,77,67,115,140,2281,3885,955
45020,45,32,114,114,25,4,2,0,10,0,70,89,27
62021,62,8,71,35,5,0,5,0,0,6,34,34,9
57021,57,42,210,150,45,2,15,6,7,15,117,126,49
70021,70,2,30,17,2,3,0,0,20,1,11,19,2
76021,76,5,58,49,7,6,5,0,5,0,48,32,12
60021,60,13,79,50,10,6,4,0,2,2,52,43,17
25021,25,46,183,169,44,9,6,0,18,3,129,151,42
21021,21,69,316,300,76,15,6,0,24,4,222,302,74
02021,02,6,15,12,5,0,0,0,0,1,1,12,1
91021,91,279,586,985,236,14,28,7,93,52,783,644,246
14021,14,11,71,87,23,8,4,0,0,7,30,69,28
09021,09,0,14,18,10,0,2,5,0,4,0,9,3
27021,27,10,43,31,13,4,7,2,0,4,26,26,4
89021,89,14,50,31,9,0,4,0,10,7,31,37,4
59021,59,42,225,146,43,4,4,1,21,9,156,120,48
52021,52,10,52,26,4,0,7,0,0,0,18,23,4
50021,50,0,9,12,2,0,0,0,0,4,5,5,0
33021,33,26,95,123,44,1,6,1,16,7,102,91,33
88021,88,10,43,27,3,0,7,0,0,6,5,28,4
10021,10,2,24,11,0,0,2,2,0,5,7,18,7
32021,32,6,4,11,0,3,0,0,0,0,2,6,8
61021,61,1,16,10,2,0,1,2,0,1,6,7,8
40021,40,27,85,108,37,3,4,1,20,9,90,83,38
58021,58,5,24,22,7,1,3,0,9,0,17,19,3
28021,28,48,190,154,32,9,3,6,0,6,114,162,33
18021,18,3,33,28,5,5,0,0,15,5,20,20,4
47021,47,29,167,135,36,7,11,0,31,5,140,126,41
77021,77,10,21,18,3,4,2,0,0,2,0,17,9
71021,71,9,30,27,5,1,2,0,18,2,24,23,13
45021,45,12,34,36,14,3,6,0,0,2,1,38,11
49021,49,181,532,838,218,34,35,10,45,26,529,777,190
37021,37,35,134,178,56,9,4,0,12,10,153,151,50
19021,19,0,8,21,3,0,5,0,1,0,7,7,8
56021,56,38,113,177,43,1,8,0,30,10,109,152,45
22021,22,26,91,151,47,8,6,2,11,0,106,96,39
90021,90,7,49,39,14,0,5,0,0,0,25,32,14
94021,94,300,824,1935,522,26,71,21,23,98,1570,1378,518
39021,39,12,85,62,21,0,7,6,0,0,64,65,14
85021,85,45,146,231,43,11,5,6,7,1,119,208,48
12021,12,35,142,225,44,14,9,0,63,12,165,178,48
36021,36,22,99,93,27,3,2,6,2,7,82,89,29
44021,44,105,301,654,187,13,30,3,58,21,472,446,180
62022,62,4,58,34,4,2,0,0,15,3,29,25,6
57022,57,40,184,136,29,10,10,0,0,9,85,111,27
70022,70,5,11,16,0,3,6,0,0,1,0,13,5
76022,76,11,42,40,10,4,2,0,0,0,37,36,10
60022,60,23,116,68,23,7,7,3,0,5,47,63,20
25022,25,43,179,161,38,4,9,6,0,3,121,163,43
02022,02,13,73,34,8,5,0,4,0,6,26,38,5
21022,21,11,53,61,9,0,3,0,14,4,43,60,18
91022,91,6,7,17,9,0,3,0,0,3,10,17,0
09022,09,7,20,19,7,0,4,0,22,1,27,13,7
39022,39,23,89,72,22,0,8,4,0,3,54,59,21
14022,14,12,64,82,17,6,5,0,27,0,57,59,22
89022,89,2,24,17,0,0,0,1,7,0,15,14,1
59022,59,55,302,222,69,4,9,3,38,5,243,180,55
52022,52,12,31,15,7,0,3,5,0,3,18,22,0
51022,51,5,17,18,0,1,0,4,0,6,3,19,5
50022,50,7,16,9,1,0,6,0,0,0,3,10,9
88022,88,5,40,33,3,2,4,1,0,0,19,28,7
79022,79,0,12,26,11,3,0,0,1,4,22,23,6
33022,33,62,213,336,83,7,15,4,32,8,275,218,82
10022,10,8,29,24,5,0,0,0,5,0,9,29,2
32022,32,7,12,23,1,4,2,0,0,3,11,11,9
40022,40,8,39,50,18,0,0,4,0,4,32,39,18
28022,28,32,161,121,38,5,2,1,0,3,94,140,35
77022,77,46,187,181,43,6,8,6,37,9,178,142,43
18022,18,13,48,36,13,2,5,4,0,5,22,34,6
45022,45,13,41,43,10,6,0,3,0,3,25,31,7
71022,71,24,76,81,22,4,5,3,0,0,53,60,18
47022,47,7,60,61,15,0,4,3,11,0,49,44,21
49022,49,41,104,162,47,5,13,4,25,5,105,148,40
37022,37,75,265,343,107,13,12,0,31,9,280,283,100
19022,19,9,27,36,6,5,7,0,0,3,23,22,9
86022,86,1,17,33,11,6,0,4,0,6,19,20,5
36022,36,12,46,39,15,0,2,0,8,2,39,41,9
41022,41,3,16,22,4,0,3,4,4,0,13,15,2
44022,44,54,181,369,90,6,14,6,32,14,279,246,97
56022,56,26,103,163,40,2,10,5,6,7,106,128,38
92022,92,211,647,2682,602,41,44,24,121,87,1505,2444,577
94022,94,531,1494,3702,1033,59,106,37,197,130,3051,2604,993
90022,90,62,373,260,71,12,24,4,10,17,245,236,74
12022,12,6,9,16,0,3,3,2,2,0,11,14,2
85022,85,35,122,182,29,1,9,1,32,5,103,162,34
27022,27,136,741,500,129,31,25,15,32,18,383,478,140
62023,62,76,518,261,86,24,12,4,41,15,279,207,77
70023,70,9,25,15,9,0,0,3,0,6,2,17,4
76023,76,4,31,20,12,0,2,0,3,2,30,21,2
60023,60,15,91,57,10,4,5,3,9,7,56,49,9
02023,02,0,29,7,3,5,4,1,0,0,1,11,5
21023,21,28,133,145,39,4,8,0,0,7,106,130,36
95023,95,19,59,81,21,0,0,0,0,8,52,60,23
09023,09,8,5,20,4,0,7,2,0,4,0,11,10
14023,14,6,0,10,0,4,0,0,0,4,0,11,1
59023,59,12,80,56,21,0,0,0,5,0,53,47,9
52023,52,10,24,13,5,4,2,1,0,0,10,23,3
89023,89,37,143,90,19,9,8,0,0,0,74,103,25
27023,27,24,104,69,23,5,5,1,0,6,37,63,23
51023,51,4,38,31,2,0,2,0,10,0,26,33,9
50023,50,19,70,80,16,0,8,3,8,0,55,67,16
32023,32,7,3,8,1,0,0,0,8,0,9,3,4
88023,88,7,14,9,3,0,0,0,0,0,8,7,0
79023,79,3,4,8,0,2,5,0,0,4,0,9,0
10023,10,11,29,24,5,0,2,1,0,0,3,23,1
33023,33,27,105,166,46,5,9,6,4,0,121,107,47
40023,40,13,36,42,10,2,6,0,11,0,30,32,13
28023,28,47,176,146,40,7,11,6,5,2,108,150,32
61023,61,17,74,68,19,5,0,4,0,5,48,72,17
77023,77,9,31,38,7,1,2,5,0,5,21,25,11
45023,45,0,19,18,3,0,0,0,0,1,9,7,4
71023,71,31,109,99,22,0,4,1,17,3,82,91,27
18023,18,38,186,162,46,4,12,8,35,7,131,140,46
58023,58,3,25,28,6,3,4,0,0,3,20,17,5
47023,47,7,46,27,10,2,0,1,10,3,25,22,10
37023,37,3,29,26,13,4,3,4,0,0,24,28,5
49023,49,590,1870,2898,691,91,119,43,153,87,1708,2594,706
86023,86,5,29,29,9,0,1,0,16,0,24,27,7
85023,85,10,48,58,13,1,1,0,0,0,29,62,9
